                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.93938,                0.50054,                0.14682,                0.58745,                0.41155,                  0.438,                0.26022,                0.63444,                0.58748,                0.07011,                 0.0001,                 0.0001,                 0.0001
                     74,                0.94379,                0.49657,                0.14665,                0.58357,                0.41507,                0.43908,                0.26081,                0.63343,                0.58731,                0.06999,                 0.0001,                 0.0001,                 0.0001
                     75,                0.93928,                0.50059,                0.14316,                0.58665,                0.41567,                0.44048,                0.26155,                0.63246,                0.58724,                0.06975,                 0.0001,                 0.0001,                 0.0001
                     76,                0.94423,                0.49858,                0.14822,                0.58869,                0.41724,                0.44106,                0.26216,                 0.6314,                0.58667,                0.06955,                 0.0001,                 0.0001,                 0.0001
                     77,                0.93888,                 0.4976,                0.14379,                0.58357,                 0.4193,                0.44151,                0.26271,                0.63074,                 0.5863,                0.06953,                 0.0001,                 0.0001,                 0.0001
                     78,                0.93487,                0.49908,                0.14357,                0.58864,                0.41987,                0.44325,                0.26415,                 0.6297,                0.58587,                0.06942,                 0.0001,                 0.0001,                 0.0001
                     79,                0.93068,                0.50025,                0.14331,                0.58873,                 0.4191,                0.44378,                 0.2643,                0.62902,                0.58577,                0.06923,                 0.0001,                 0.0001,                 0.0001
                     80,                0.93635,                0.49677,                0.14586,                0.58676,                0.42146,                0.44511,                 0.2654,                0.62827,                0.58546,                0.06914,                 0.0001,                 0.0001,                 0.0001
                     81,                0.93075,                0.49723,                0.14406,                0.58775,                0.42406,                0.44649,                0.26642,                0.62719,                0.58516,                0.06906,                 0.0001,                 0.0001,                 0.0001
                     82,                0.92063,                0.50046,                0.14109,                0.59018,                0.42542,                0.44767,                 0.2673,                0.62645,                 0.5845,                0.06893,                 0.0001,                 0.0001,                 0.0001
                     83,                0.92697,                0.49873,                0.14401,                0.59668,                0.42639,                0.44935,                0.26899,                0.62505,                0.58415,                0.06872,                 0.0001,                 0.0001,                 0.0001
                     84,                0.91617,                0.50013,                0.13742,                0.59668,                0.42811,                0.45037,                0.26947,                0.62437,                  0.584,                0.06863,                 0.0001,                 0.0001,                 0.0001
                     85,                0.91934,                0.49907,                0.13856,                0.59481,                0.43043,                0.45086,                0.27054,                0.62328,                0.58408,                0.06826,                 0.0001,                 0.0001,                 0.0001
                     86,                0.91509,                0.49942,                0.13732,                0.59134,                0.43054,                  0.451,                 0.2706,                0.62261,                0.58384,                0.06831,                 0.0001,                 0.0001,                 0.0001
                     87,                0.92085,                0.49842,                0.13978,                0.59234,                0.43095,                0.45258,                0.27155,                 0.6216,                0.58373,                0.06807,                 0.0001,                 0.0001,                 0.0001
                     88,                0.91474,                 0.4985,                0.13909,                0.59095,                0.43145,                0.45406,                0.27252,                 0.6208,                 0.5834,                 0.0678,                 0.0001,                 0.0001,                 0.0001
                     89,                0.92281,                0.49659,                 0.1401,                0.59679,                0.43146,                0.45409,                 0.2729,                0.62018,                0.58341,                 0.0678,                 0.0001,                 0.0001,                 0.0001
                     90,                0.91586,                0.50027,                0.13844,                0.60381,                0.42905,                0.45534,                0.27363,                0.61937,                0.58291,                0.06765,                 0.0001,                 0.0001,                 0.0001
                     91,                0.92075,                0.49507,                0.13865,                0.59725,                0.43466,                0.45692,                0.27474,                0.61886,                0.58256,                0.06752,                 0.0001,                 0.0001,                 0.0001
                     92,                0.91159,                0.49869,                0.13498,                0.60468,                0.43059,                0.45721,                0.27513,                 0.6176,                0.58294,                0.06734,                 0.0001,                 0.0001,                 0.0001
                     93,                0.91348,                0.49731,                0.13754,                0.60181,                0.43549,                0.45929,                0.27661,                0.61669,                0.58234,                0.06715,                 0.0001,                 0.0001,                 0.0001
                     94,                0.90441,                0.50044,                0.13811,                 0.5985,                0.43863,                0.45985,                 0.2773,                0.61622,                0.58193,                 0.0671,                 0.0001,                 0.0001,                 0.0001
                     95,                0.91098,                0.49747,                0.13795,                0.60502,                0.43731,                0.46108,                0.27881,                 0.6153,                0.58193,                0.06698,                 0.0001,                 0.0001,                 0.0001
                     96,                0.90248,                0.49976,                0.13589,                 0.6028,                 0.4395,                0.46255,                0.27963,                0.61491,                0.58164,                 0.0669,                 0.0001,                 0.0001,                 0.0001
                     97,                0.91598,                0.49581,                0.14124,                0.60163,                 0.4411,                0.46351,                0.28046,                0.61397,                0.58213,                0.06673,                 0.0001,                 0.0001,                 0.0001
                     98,                0.91192,                0.49637,                0.13933,                0.60505,                0.43953,                0.46466,                 0.2814,                0.61347,                0.58168,                0.06658,                 0.0001,                 0.0001,                 0.0001
                     99,                0.90671,                 0.4978,                0.13489,                0.60707,                0.44243,                0.46554,                0.28173,                0.61312,                0.58149,                0.06649,                 0.0001,                 0.0001,                 0.0001
                    100,                0.90888,                0.49573,                0.13699,                0.60745,                0.44308,                0.46687,                0.28232,                0.61196,                0.58167,                0.06637,                 0.0001,                 0.0001,                 0.0001
                    101,                0.89533,                0.49992,                0.13785,                0.61188,                0.44406,                0.46776,                0.28309,                0.61149,                0.58137,                0.06624,                 0.0001,                 0.0001,                 0.0001
                    102,                0.90383,                0.49662,                0.13678,                0.60812,                0.44553,                0.46785,                0.28309,                0.61144,                0.58095,                0.06627,                 0.0001,                 0.0001,                 0.0001
                    103,                0.90906,                0.49384,                0.13691,                0.60852,                0.44687,                 0.4693,                0.28444,                 0.6106,                0.58106,                0.06635,                 0.0001,                 0.0001,                 0.0001
                    104,                0.90293,                0.49531,                0.13775,                0.60786,                0.44709,                0.46922,                0.28492,                0.60988,                0.58097,                0.06623,                 0.0001,                 0.0001,                 0.0001
                    105,                0.88692,                0.49955,                0.12791,                0.60673,                0.44934,                0.47046,                 0.2858,                0.60929,                0.58056,                0.06612,                 0.0001,                 0.0001,                 0.0001
                    106,                0.89314,                0.49914,                0.13345,                0.60777,                0.44974,                0.47184,                0.28637,                0.60877,                0.58054,                0.06591,                 0.0001,                 0.0001,                 0.0001
                    107,                0.88217,                0.49876,                0.12859,                0.61181,                0.44924,                0.47312,                0.28771,                0.60813,                0.58049,                0.06579,                 0.0001,                 0.0001,                 0.0001
                    108,                0.90553,                0.49451,                0.13442,                0.61033,                0.45138,                0.47434,                0.28843,                0.60804,                 0.5802,                0.06589,                 0.0001,                 0.0001,                 0.0001
                    109,                0.88884,                0.49638,                0.13155,                0.60564,                0.45444,                0.47541,                0.28919,                0.60753,                 0.5799,                0.06601,                 0.0001,                 0.0001,                 0.0001
                    110,                0.89348,                0.49764,                0.13436,                0.60509,                0.45397,                 0.4748,                0.28886,                0.60694,                0.58008,                0.06597,                 0.0001,                 0.0001,                 0.0001
                    111,                0.89591,                 0.4979,                0.13575,                0.60884,                0.45322,                0.47635,                0.28977,                 0.6062,                0.58041,                0.06587,                 0.0001,                 0.0001,                 0.0001
                    112,                0.88809,                0.49854,                0.13302,                0.61339,                0.45046,                0.47618,                   0.29,                0.60633,                0.57993,                 0.0659,                 0.0001,                 0.0001,                 0.0001
                    113,                0.88266,                0.49792,                0.13075,                0.61416,                0.45148,                0.47756,                0.29089,                 0.6057,                0.57991,                0.06589,                 0.0001,                 0.0001,                 0.0001
                    114,                 0.8838,                0.49789,                0.13004,                0.61385,                0.45271,                0.47818,                 0.2913,                0.60524,                 0.5797,                0.06582,                 0.0001,                 0.0001,                 0.0001
                    115,                0.89247,                 0.4948,                0.13508,                0.60793,                0.45679,                0.47943,                0.29212,                0.60454,                0.57962,                0.06561,                 0.0001,                 0.0001,                 0.0001
                    116,                0.87683,                0.49925,                0.12632,                0.60882,                0.45754,                0.47904,                 0.2921,                0.60387,                0.57936,                0.06559,                 0.0001,                 0.0001,                 0.0001
                    117,                0.87828,                0.49801,                0.13072,                0.61273,                0.45613,                0.48017,                0.29279,                0.60301,                0.57959,                0.06538,                 0.0001,                 0.0001,                 0.0001
                    118,                0.88222,                0.49518,                0.13074,                0.61191,                0.45706,                 0.4805,                0.29242,                0.60207,                0.58006,                0.06524,                 0.0001,                 0.0001,                 0.0001
                    119,                0.88488,                0.49502,                0.12997,                0.61339,                0.45894,                0.48103,                0.29299,                0.60122,                0.58022,                0.06497,                 0.0001,                 0.0001,                 0.0001
                    120,                0.87431,                0.49791,                0.12781,                 0.6139,                 0.4581,                0.48129,                0.29335,                0.60033,                0.58081,                0.06472,                 0.0001,                 0.0001,                 0.0001
                    121,                0.88883,                0.49615,                0.13204,                0.61141,                0.46064,                0.48219,                0.29382,                0.59973,                0.58086,                 0.0645,                 0.0001,                 0.0001,                 0.0001
                    122,                0.87619,                0.49701,                0.12918,                0.61246,                0.45982,                0.48189,                0.29396,                0.59959,                 0.5806,                0.06452,                 0.0001,                 0.0001,                 0.0001
                    123,                0.88934,                0.49575,                0.13148,                0.60968,                0.46212,                0.48216,                0.29415,                0.59966,                0.57998,                0.06439,                 0.0001,                 0.0001,                 0.0001
                    124,                0.88897,                0.49199,                0.13254,                0.61331,                0.45937,                0.48175,                0.29414,                0.59944,                0.57973,                0.06447,                 0.0001,                 0.0001,                 0.0001
                    125,                 0.8789,                0.49649,                0.13191,                0.61186,                0.46263,                0.48221,                0.29445,                0.59931,                0.57941,                0.06446,                 0.0001,                 0.0001,                 0.0001
                    126,                0.88713,                0.49389,                0.13487,                0.61472,                 0.4595,                0.48204,                 0.2942,                0.59872,                0.57954,                 0.0643,                 0.0001,                 0.0001,                 0.0001
                    127,                0.86411,                0.49696,                0.12586,                0.61524,                0.46094,                  0.483,                0.29459,                0.59819,                 0.5797,                0.06421,                 0.0001,                 0.0001,                 0.0001
                    128,                0.86844,                0.49729,                0.12471,                0.61614,                0.46114,                0.48348,                0.29496,                0.59823,                0.57916,                0.06413,                 0.0001,                 0.0001,                 0.0001
                    129,                0.88274,                0.49299,                0.12814,                0.61428,                0.46381,                0.48376,                0.29531,                0.59777,                 0.5789,                  0.064,                 0.0001,                 0.0001,                 0.0001
                    130,                0.87057,                0.49687,                0.12519,                 0.6144,                0.46471,                0.48463,                0.29544,                0.59711,                0.57926,                  0.064,                 0.0001,                 0.0001,                 0.0001
                    131,                0.87768,                0.49575,                0.12987,                0.61348,                0.46505,                0.48553,                  0.296,                 0.5967,                0.57921,                0.06401,                 0.0001,                 0.0001,                 0.0001
                    132,                 0.8709,                0.49651,                0.12727,                0.61623,                0.46558,                0.48639,                0.29649,                0.59593,                 0.5792,                0.06377,                 0.0001,                 0.0001,                 0.0001
                    133,                0.86946,                0.49592,                0.12664,                0.61463,                0.46612,                0.48684,                0.29665,                0.59528,                0.57922,                0.06344,                 0.0001,                 0.0001,                 0.0001
                    134,                0.86535,                0.49846,                0.12646,                0.61621,                0.46577,                0.48647,                0.29659,                0.59448,                0.57974,                0.06336,                 0.0001,                 0.0001,                 0.0001
                    135,                0.86994,                0.49607,                0.12719,                0.61442,                0.46835,                  0.487,                0.29711,                0.59397,                0.57996,                0.06324,                 0.0001,                 0.0001,                 0.0001
                    136,                0.86805,                0.49808,                0.12626,                0.61731,                0.46857,                0.48724,                0.29754,                0.59341,                0.58004,                0.06317,                 0.0001,                 0.0001,                 0.0001
                    137,                0.86657,                0.49595,                0.12665,                0.61618,                0.46765,                0.48724,                0.29794,                0.59318,                0.57994,                0.06318,                 0.0001,                 0.0001,                 0.0001
                    138,                0.85964,                0.49646,                 0.1222,                0.61848,                0.46649,                0.48762,                0.29811,                0.59272,                0.58014,                0.06317,                 0.0001,                 0.0001,                 0.0001
                    139,                0.85256,                0.49719,                0.12279,                0.61879,                 0.4672,                0.48815,                0.29858,                0.59221,                0.58037,                 0.0631,                 0.0001,                 0.0001,                 0.0001
                    140,                0.85909,                0.49931,                0.12343,                0.61677,                0.46879,                0.48879,                0.29932,                0.59159,                0.58013,                0.06314,                 0.0001,                 0.0001,                 0.0001
                    141,                  0.861,                0.49483,                0.12808,                0.62194,                0.46734,                0.49033,                0.30005,                0.59126,                0.57964,                0.06313,                 0.0001,                 0.0001,                 0.0001
                    142,                0.85479,                0.49843,                0.12301,                 0.6157,                0.46955,                0.49077,                0.30026,                0.59147,                0.57962,                 0.0631,                 0.0001,                 0.0001,                 0.0001
                    143,                 0.8658,                0.49582,                0.12631,                0.61584,                0.46916,                0.49006,                0.29942,                0.59094,                0.57967,                0.06311,                 0.0001,                 0.0001,                 0.0001
                    144,                0.86572,                0.49347,                0.12551,                0.61315,                0.47078,                0.49125,                0.30005,                0.59014,                0.58011,                0.06294,                 0.0001,                 0.0001,                 0.0001
                    145,                0.84958,                0.49795,                0.12329,                0.61296,                0.47097,                0.49063,                0.29967,                 0.5901,                0.57985,                0.06313,                 0.0001,                 0.0001,                 0.0001
                    146,                0.86011,                0.49571,                0.12523,                 0.6144,                0.47209,                0.49112,                0.29989,                0.58967,                0.57952,                0.06303,                 0.0001,                 0.0001,                 0.0001
                    147,                0.85265,                0.49688,                 0.1232,                0.61425,                0.47277,                0.49092,                0.29991,                0.58953,                0.57963,                0.06304,                 0.0001,                 0.0001,                 0.0001
                    148,                0.86036,                0.49486,                0.12367,                0.61882,                0.47158,                0.49116,                0.30037,                0.58972,                0.57964,                0.06303,                 0.0001,                 0.0001,                 0.0001
                    149,                0.87556,                0.49281,                0.12909,                0.61821,                0.47089,                0.49168,                0.30063,                0.58969,                0.57986,                0.06289,                 0.0001,                 0.0001,                 0.0001
                    150,                0.86018,                0.49646,                0.12385,                0.61641,                0.47266,                0.49188,                 0.3006,                0.58989,                0.57963,                0.06298,                 0.0001,                 0.0001,                 0.0001
                    151,                0.86273,                0.49497,                0.12351,                 0.6153,                0.47146,                0.49118,                0.30003,                0.58899,                0.57974,                0.06281,                 0.0001,                 0.0001,                 0.0001
                    152,                0.86531,                0.49545,                0.12598,                0.61411,                0.47037,                0.49034,                0.29964,                0.58937,                0.57987,                0.06291,                 0.0001,                 0.0001,                 0.0001
                    153,                0.85774,                0.49436,                0.12227,                0.61227,                0.47281,                0.49194,                0.30083,                0.58924,                0.57943,                0.06287,                 0.0001,                 0.0001,                 0.0001
                    154,                  0.857,                0.49672,                0.12364,                0.61333,                0.47348,                0.49213,                0.30112,                0.58913,                0.57956,                0.06294,                 0.0001,                 0.0001,                 0.0001
                    155,                0.86599,                0.49545,                 0.1262,                0.61518,                0.47317,                0.49237,                0.30109,                0.58908,                 0.5795,                0.06311,                 0.0001,                 0.0001,                 0.0001
                    156,                 0.8567,                0.49735,                0.12378,                0.61628,                0.47147,                0.49138,                0.30032,                0.58889,                0.57971,                0.06302,                 0.0001,                 0.0001,                 0.0001
                    157,                0.86584,                0.49369,                0.12464,                0.61531,                0.47309,                0.49218,                0.30079,                0.58893,                0.57975,                0.06299,                 0.0001,                 0.0001,                 0.0001
                    158,                 0.8603,                0.49496,                0.12232,                0.61427,                0.47403,                0.49264,                0.30106,                0.58817,                0.58005,                0.06285,                 0.0001,                 0.0001,                 0.0001
                    159,                0.85594,                0.49568,                0.12221,                0.61579,                0.47227,                0.49229,                0.30106,                0.58754,                0.58009,                0.06275,                 0.0001,                 0.0001,                 0.0001
