                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.2225,                0.48456,                0.22707,                0.37957,                 0.2803,                0.26552,                0.14884,                0.79862,                0.59806,                0.10307,                 0.0001,                 0.0001,                 0.0001
                     12,                 1.1994,                0.48788,                0.22076,                0.41083,                0.28329,                0.27447,                0.15556,                0.78843,                 0.5958,                0.09843,                 0.0001,                 0.0001,                 0.0001
                     13,                 1.1839,                0.48815,                 0.2155,                0.40912,                0.29328,                0.28768,                0.16456,                0.77685,                0.59447,                0.09647,                 0.0001,                 0.0001,                 0.0001
                     14,                 1.1793,                0.48587,                 0.2171,                 0.4272,                0.30106,                0.29889,                0.17209,                0.76427,                0.59513,                  0.094,                 0.0001,                 0.0001,                 0.0001
                     15,                 1.1507,                0.49131,                0.20489,                0.43597,                0.30899,                0.30706,                0.17841,                0.75849,                0.59435,                0.09293,                 0.0001,                 0.0001,                 0.0001
                     16,                 1.1521,                 0.4885,                0.20788,                0.42832,                 0.3198,                0.31237,                0.18142,                0.75155,                0.59416,                0.09106,                 0.0001,                 0.0001,                 0.0001
                     17,                 1.1424,                0.48931,                0.20637,                0.44113,                0.31883,                 0.3163,                0.18414,                0.74409,                0.59295,                0.08974,                 0.0001,                 0.0001,                 0.0001
                     18,                 1.1265,                0.49081,                0.19922,                0.44286,                0.32211,                0.32007,                0.18697,                 0.7402,                0.59252,                0.08934,                 0.0001,                 0.0001,                 0.0001
                     19,                   1.11,                 0.4956,                0.19286,                0.45144,                0.32602,                0.32462,                0.18988,                0.73615,                0.59163,                 0.0889,                 0.0001,                 0.0001,                 0.0001
                     20,                 1.1114,                0.49203,                0.19263,                0.44787,                0.33031,                0.32746,                0.19155,                 0.7309,                0.59126,                0.08753,                 0.0001,                 0.0001,                 0.0001
                     21,                 1.1005,                0.49363,                0.19288,                0.45282,                0.33207,                0.33212,                0.19479,                0.72662,                0.59156,                0.08647,                 0.0001,                 0.0001,                 0.0001
                     22,                 1.0929,                0.49325,                0.18984,                0.45375,                0.33478,                0.33579,                0.19658,                0.72452,                0.59051,                0.08607,                 0.0001,                 0.0001,                 0.0001
                     23,                  1.088,                0.49466,                0.19091,                0.46107,                0.33629,                0.33837,                0.19883,                0.72159,                0.59064,                 0.0855,                 0.0001,                 0.0001,                 0.0001
                     24,                 1.0787,                0.49131,                0.18508,                 0.4622,                0.33902,                0.33992,                0.19978,                0.71906,                0.59051,                0.08532,                 0.0001,                 0.0001,                 0.0001
                     25,                 1.0739,                0.49299,                0.18359,                0.46817,                0.33628,                0.34085,                0.20053,                0.71623,                0.59003,                0.08462,                 0.0001,                 0.0001,                 0.0001
                     26,                 1.0672,                0.49364,                0.18083,                0.47107,                0.33858,                0.34458,                0.20314,                0.71373,                0.58976,                0.08398,                 0.0001,                 0.0001,                 0.0001
                     27,                 1.0742,                0.48996,                0.18345,                0.47492,                0.34139,                0.34593,                 0.2042,                0.71134,                0.58937,                0.08377,                 0.0001,                 0.0001,                 0.0001
                     28,                   1.06,                0.49331,                0.17707,                0.48044,                0.34185,                0.34911,                0.20645,                0.70923,                0.58867,                0.08336,                 0.0001,                 0.0001,                 0.0001
                     29,                 1.0595,                0.48994,                0.18235,                0.48531,                0.34608,                0.35303,                0.20908,                0.70768,                0.58825,                0.08311,                 0.0001,                 0.0001,                 0.0001
                     30,                 1.0486,                 0.4924,                0.17415,                0.48185,                0.35005,                0.35577,                0.21077,                0.70524,                0.58788,                0.08251,                 0.0001,                 0.0001,                 0.0001
                     31,                  1.036,                0.49369,                0.17065,                0.48438,                0.35291,                0.35895,                0.21297,                0.70221,                0.58842,                0.08182,                 0.0001,                 0.0001,                 0.0001
                     32,                  1.031,                0.49543,                0.16782,                0.48976,                0.35529,                0.36095,                0.21422,                0.70045,                0.58812,                0.08166,                 0.0001,                 0.0001,                 0.0001
                     33,                 1.0407,                0.49153,                0.17559,                0.48806,                0.35848,                 0.3627,                0.21547,                0.69772,                0.58812,                0.08108,                 0.0001,                 0.0001,                 0.0001
                     34,                 1.0369,                0.48876,                0.17414,                0.49023,                 0.3599,                0.36452,                0.21664,                 0.6957,                 0.5875,                0.08067,                 0.0001,                 0.0001,                 0.0001
                     35,                 1.0326,                 0.4916,                0.17291,                0.49443,                0.36094,                0.36659,                0.21788,                0.69391,                0.58685,                0.08027,                 0.0001,                 0.0001,                 0.0001
                     36,                 1.0238,                0.48972,                 0.1684,                 0.5009,                0.36211,                0.36917,                0.22001,                0.69139,                0.58663,                0.07982,                 0.0001,                 0.0001,                 0.0001
                     37,                 1.0295,                 0.4891,                0.17381,                0.50132,                0.36218,                0.36961,                0.22045,                0.68844,                0.58651,                0.07946,                 0.0001,                 0.0001,                 0.0001
                     38,                 1.0169,                 0.4929,                0.16614,                 0.5079,                0.36562,                0.37414,                0.22365,                0.68708,                0.58585,                0.07921,                 0.0001,                 0.0001,                 0.0001
                     39,                 1.0182,                0.49178,                0.16731,                 0.5085,                0.36494,                0.37518,                0.22483,                0.68547,                0.58533,                0.07891,                 0.0001,                 0.0001,                 0.0001
                     40,                 1.0045,                0.49224,                 0.1654,                0.51096,                0.36893,                0.37875,                0.22721,                0.68306,                0.58518,                 0.0786,                 0.0001,                 0.0001,                 0.0001
                     41,                 1.0104,                0.49076,                0.16413,                0.51127,                0.36939,                0.38036,                0.22797,                0.68099,                0.58438,                0.07857,                 0.0001,                 0.0001,                 0.0001
                     42,                 1.0079,                   0.49,                0.16296,                0.51818,                 0.3692,                0.38238,                0.22955,                0.67849,                 0.5846,                0.07815,                 0.0001,                 0.0001,                 0.0001
                     43,                 1.0179,                0.48413,                0.17104,                0.51872,                 0.3709,                0.38458,                0.23149,                0.67628,                0.58355,                0.07767,                 0.0001,                 0.0001,                 0.0001
                     44,                0.99572,                0.49043,                0.15987,                0.51648,                0.37245,                0.38667,                0.23292,                0.67402,                0.58317,                 0.0775,                 0.0001,                 0.0001,                 0.0001
                     45,                0.99278,                0.49232,                0.15848,                0.51966,                0.37415,                0.38887,                0.23479,                0.67245,                0.58234,                0.07705,                 0.0001,                 0.0001,                 0.0001
                     46,                0.98317,                0.49345,                0.15561,                0.51955,                0.37922,                0.39105,                0.23627,                0.67078,                0.58169,                0.07679,                 0.0001,                 0.0001,                 0.0001
                     47,                0.99387,                0.48992,                0.15995,                0.52279,                0.38172,                0.39371,                0.23783,                0.66933,                0.58107,                0.07661,                 0.0001,                 0.0001,                 0.0001
                     48,                0.99093,                0.48891,                0.15896,                0.52896,                0.38294,                0.39723,                0.24024,                0.66728,                0.58077,                0.07644,                 0.0001,                 0.0001,                 0.0001
                     49,                0.97924,                0.49221,                0.15815,                0.53021,                0.38475,                0.39875,                0.24124,                0.66513,                0.58047,                0.07604,                 0.0001,                 0.0001,                 0.0001
                     50,                0.98381,                0.49037,                0.15946,                0.53471,                0.38466,                0.40045,                0.24272,                0.66347,                0.58007,                0.07609,                 0.0001,                 0.0001,                 0.0001
                     51,                0.99645,                 0.4857,                0.16059,                0.53731,                0.38917,                0.40327,                0.24467,                0.66203,                0.57979,                0.07589,                 0.0001,                 0.0001,                 0.0001
                     52,                0.97484,                0.49114,                0.15241,                0.54065,                0.39059,                0.40501,                0.24624,                0.66034,                0.57909,                 0.0757,                 0.0001,                 0.0001,                 0.0001
                     53,                 0.9716,                0.49226,                0.15673,                0.53984,                0.39456,                0.40713,                0.24737,                0.65845,                 0.5788,                0.07512,                 0.0001,                 0.0001,                 0.0001
                     54,                0.97941,                0.49083,                0.15358,                0.54068,                 0.3968,                0.41005,                0.24902,                0.65724,                0.57837,                0.07497,                 0.0001,                 0.0001,                 0.0001
                     55,                0.97274,                0.48966,                0.15468,                0.53679,                0.40124,                0.41161,                0.25024,                0.65595,                0.57768,                0.07489,                 0.0001,                 0.0001,                 0.0001
                     56,                0.96793,                 0.4913,                0.15314,                0.53874,                0.40234,                0.41254,                 0.2509,                0.65483,                0.57698,                0.07446,                 0.0001,                 0.0001,                 0.0001
                     57,                0.97739,                0.48736,                0.15558,                0.54463,                0.40333,                0.41488,                0.25234,                0.65311,                0.57647,                0.07407,                 0.0001,                 0.0001,                 0.0001
                     58,                0.97123,                0.48738,                0.15527,                0.54352,                0.40837,                 0.4172,                0.25398,                0.65165,                0.57645,                0.07381,                 0.0001,                 0.0001,                 0.0001
                     59,                0.96922,                0.48844,                0.15662,                0.55023,                0.40649,                0.41984,                0.25504,                0.65028,                0.57607,                 0.0738,                 0.0001,                 0.0001,                 0.0001
                     60,                0.95483,                0.49102,                0.14823,                0.55151,                0.40677,                0.42081,                0.25627,                0.64879,                0.57565,                0.07343,                 0.0001,                 0.0001,                 0.0001
                     61,                0.94673,                0.49286,                0.14694,                  0.554,                0.40625,                0.42232,                0.25688,                0.64739,                 0.5753,                0.07316,                 0.0001,                 0.0001,                 0.0001
                     62,                0.96273,                0.48768,                0.15172,                0.55944,                0.40675,                0.42384,                0.25774,                0.64549,                 0.5754,                 0.0726,                 0.0001,                 0.0001,                 0.0001
                     63,                 0.9646,                0.48547,                0.15423,                0.55942,                0.41123,                 0.4257,                0.25879,                0.64404,                0.57493,                0.07244,                 0.0001,                 0.0001,                 0.0001
                     64,                0.95138,                0.49151,                 0.1504,                0.55916,                0.41362,                0.42766,                0.25997,                0.64282,                0.57459,                0.07221,                 0.0001,                 0.0001,                 0.0001
                     65,                0.94433,                0.48953,                0.14767,                0.55892,                 0.4153,                0.42887,                0.26091,                 0.6414,                0.57438,                0.07199,                 0.0001,                 0.0001,                 0.0001
                     66,                0.94983,                0.48985,                0.14921,                0.56508,                0.41631,                0.43082,                0.26219,                0.63984,                0.57412,                0.07181,                 0.0001,                 0.0001,                 0.0001
                     67,                0.94882,                0.49049,                0.14547,                0.56321,                0.41838,                0.43178,                 0.2627,                0.63749,                0.57458,                 0.0715,                 0.0001,                 0.0001,                 0.0001
                     68,                0.94126,                0.49165,                0.14707,                0.57362,                0.41509,                0.43414,                0.26449,                 0.6369,                0.57417,                0.07152,                 0.0001,                 0.0001,                 0.0001
                     69,                0.94092,                0.48955,                0.14318,                0.57558,                0.41482,                0.43367,                0.26444,                0.63591,                 0.5735,                0.07149,                 0.0001,                 0.0001,                 0.0001
                     70,                0.94332,                0.49138,                0.14685,                0.57051,                0.42005,                0.43613,                0.26549,                0.63424,                0.57359,                0.07108,                 0.0001,                 0.0001,                 0.0001
                     71,                0.93721,                0.49235,                0.14567,                0.57179,                0.41994,                0.43738,                0.26615,                0.63345,                0.57345,                0.07106,                 0.0001,                 0.0001,                 0.0001
                     72,                0.93656,                0.49184,                 0.1426,                0.57146,                0.42206,                0.43978,                0.26801,                0.63137,                 0.5737,                0.07074,                 0.0001,                 0.0001,                 0.0001
                     73,                0.93272,                0.49067,                0.14533,                0.57135,                0.42336,                0.44078,                0.26878,                0.63064,                0.57351,                 0.0705,                 0.0001,                 0.0001,                 0.0001
                     74,                0.93915,                0.48559,                0.14604,                 0.5775,                0.42412,                0.44252,                0.26934,                 0.6299,                0.57317,                0.07036,                 0.0001,                 0.0001,                 0.0001
                     75,                0.93373,                0.49043,                0.14229,                0.58308,                0.42395,                0.44348,                0.27039,                0.62862,                0.57319,                   0.07,                 0.0001,                 0.0001,                 0.0001
                     76,                0.93763,                0.48815,                0.14701,                0.58256,                0.42603,                0.44462,                0.27081,                0.62728,                0.57285,                0.06975,                 0.0001,                 0.0001,                 0.0001
                     77,                0.93222,                0.48927,                0.14339,                0.58386,                0.42929,                 0.4471,                0.27256,                0.62649,                0.57253,                0.06959,                 0.0001,                 0.0001,                 0.0001
                     78,                0.93138,                0.48943,                0.14388,                0.59013,                0.42809,                0.44748,                 0.2728,                0.62511,                0.57272,                0.06938,                 0.0001,                 0.0001,                 0.0001
                     79,                0.92365,                0.49173,                 0.1421,                0.58817,                0.42945,                0.44866,                0.27405,                0.62355,                 0.5727,                0.06904,                 0.0001,                 0.0001,                 0.0001
                     80,                0.93025,                0.48907,                0.14546,                0.58608,                0.43096,                 0.4494,                0.27439,                0.62292,                0.57217,                0.06911,                 0.0001,                 0.0001,                 0.0001
                     81,                0.92506,                0.48908,                0.14385,                0.58798,                0.43041,                0.45032,                0.27503,                0.62205,                0.57198,                0.06891,                 0.0001,                 0.0001,                 0.0001
                     82,                0.91261,                0.49206,                 0.1398,                0.58757,                0.43196,                0.45116,                0.27527,                0.62057,                0.57211,                0.06871,                 0.0001,                 0.0001,                 0.0001
                     83,                0.91814,                0.49092,                0.14172,                 0.5869,                0.43519,                 0.4539,                0.27665,                0.62008,                 0.5718,                0.06868,                 0.0001,                 0.0001,                 0.0001
                     84,                0.90854,                0.49163,                0.13667,                0.58601,                0.43749,                0.45474,                 0.2771,                 0.6196,                0.57163,                0.06856,                 0.0001,                 0.0001,                 0.0001
                     85,                 0.9132,                 0.4907,                0.13826,                0.58938,                0.43685,                0.45602,                0.27785,                 0.6187,                0.57137,                0.06857,                 0.0001,                 0.0001,                 0.0001
                     86,                 0.9078,                0.49117,                0.13504,                0.58896,                0.43782,                0.45676,                0.27866,                0.61777,                0.57136,                0.06821,                 0.0001,                 0.0001,                 0.0001
                     87,                 0.9146,                0.49031,                 0.1378,                0.59139,                0.43973,                0.45763,                0.27934,                0.61656,                 0.5715,                0.06799,                 0.0001,                 0.0001,                 0.0001
                     88,                0.90716,                0.49084,                0.13639,                0.58868,                0.44106,                0.45808,                0.27981,                0.61594,                0.57159,                0.06801,                 0.0001,                 0.0001,                 0.0001
                     89,                0.91813,                0.48787,                0.13912,                0.58787,                0.44275,                0.45873,                0.28068,                0.61527,                0.57152,                0.06776,                 0.0001,                 0.0001,                 0.0001
                     90,                0.91059,                0.49258,                0.13794,                0.59114,                0.44267,                0.46019,                0.28116,                0.61447,                0.57162,                0.06764,                 0.0001,                 0.0001,                 0.0001
                     91,                0.91321,                0.48818,                0.13783,                0.58989,                0.44369,                0.46046,                0.28151,                0.61319,                 0.5718,                0.06739,                 0.0001,                 0.0001,                 0.0001
                     92,                0.90455,                0.49131,                0.13371,                0.59199,                0.44362,                0.46139,                0.28209,                0.61262,                0.57188,                0.06749,                 0.0001,                 0.0001,                 0.0001
                     93,                0.90859,                0.48902,                0.13718,                0.59488,                0.44386,                0.46151,                0.28206,                  0.612,                0.57134,                0.06729,                 0.0001,                 0.0001,                 0.0001
                     94,                0.89582,                0.49296,                0.13642,                0.59738,                0.44283,                0.46244,                0.28283,                0.61146,                0.57178,                 0.0673,                 0.0001,                 0.0001,                 0.0001
                     95,                 0.9055,                0.48889,                0.13672,                 0.5968,                0.44333,                0.46281,                0.28331,                0.61032,                0.57193,                0.06708,                 0.0001,                 0.0001,                 0.0001
                     96,                0.89436,                0.49212,                0.13467,                0.59507,                0.44341,                0.46383,                0.28417,                0.60997,                0.57152,                0.06694,                 0.0001,                 0.0001,                 0.0001
                     97,                0.90673,                0.48784,                0.13893,                0.59377,                 0.4453,                0.46451,                0.28435,                0.60895,                0.57179,                0.06685,                 0.0001,                 0.0001,                 0.0001
                     98,                0.90217,                0.48928,                0.13709,                 0.5962,                0.44485,                0.46578,                0.28542,                0.60866,                0.57167,                0.06702,                 0.0001,                 0.0001,                 0.0001
                     99,                0.89695,                0.49106,                0.13253,                0.59662,                0.44702,                0.46623,                0.28572,                0.60795,                0.57171,                0.06701,                 0.0001,                 0.0001,                 0.0001
                    100,                0.90027,                 0.4875,                0.13565,                0.59767,                0.44599,                0.46719,                0.28596,                0.60728,                0.57176,                0.06664,                 0.0001,                 0.0001,                 0.0001
                    101,                0.88886,                0.49222,                0.13539,                0.60356,                 0.4445,                0.46786,                 0.2864,                0.60623,                0.57208,                0.06644,                 0.0001,                 0.0001,                 0.0001
                    102,                0.89394,                 0.4902,                0.13489,                0.60114,                0.44761,                 0.4693,                0.28751,                0.60584,                0.57183,                0.06615,                 0.0001,                 0.0001,                 0.0001
                    103,                0.89946,                0.48743,                0.13546,                0.60344,                0.44791,                0.46952,                0.28786,                0.60491,                0.57198,                0.06614,                 0.0001,                 0.0001,                 0.0001
                    104,                0.89492,                0.48752,                0.13694,                0.60089,                  0.449,                0.46851,                0.28746,                0.60358,                0.57222,                0.06575,                 0.0001,                 0.0001,                 0.0001
                    105,                 0.8807,                0.49294,                0.12776,                0.60428,                0.44904,                0.46932,                0.28812,                0.60319,                0.57187,                0.06575,                 0.0001,                 0.0001,                 0.0001
                    106,                0.88733,                0.49183,                0.13256,                0.60038,                0.45088,                0.46968,                 0.2885,                0.60255,                0.57181,                0.06564,                 0.0001,                 0.0001,                 0.0001
                    107,                0.87609,                0.49153,                0.12874,                0.60661,                0.44963,                 0.4701,                0.28869,                0.60235,                0.57192,                0.06558,                 0.0001,                 0.0001,                 0.0001
                    108,                0.89985,                0.48602,                0.13348,                0.60686,                0.44884,                0.47047,                0.28921,                0.60214,                0.57191,                0.06545,                 0.0001,                 0.0001,                 0.0001
                    109,                0.88115,                0.48942,                0.13139,                0.60503,                0.45031,                0.47157,                0.28936,                0.60169,                0.57202,                0.06544,                 0.0001,                 0.0001,                 0.0001
                    110,                0.88455,                0.49125,                0.13286,                0.60401,                0.45135,                0.47246,                0.29058,                0.60158,                0.57163,                 0.0654,                 0.0001,                 0.0001,                 0.0001
                    111,                0.88687,                0.49119,                0.13346,                0.60406,                 0.4498,                0.47193,                0.29036,                0.60073,                0.57184,                0.06511,                 0.0001,                 0.0001,                 0.0001
                    112,                0.88149,                0.49127,                0.13181,                0.60492,                0.45141,                0.47289,                0.29099,                0.59989,                0.57195,                0.06516,                 0.0001,                 0.0001,                 0.0001
                    113,                0.87449,                0.49188,                0.13006,                0.60501,                0.45145,                0.47357,                0.29149,                 0.5992,                0.57159,                0.06495,                 0.0001,                 0.0001,                 0.0001
                    114,                0.87649,                0.49177,                0.12895,                  0.602,                0.45407,                0.47353,                0.29147,                 0.5988,                0.57133,                0.06493,                 0.0001,                 0.0001,                 0.0001
                    115,                0.88506,                 0.4882,                 0.1337,                0.60316,                0.45447,                0.47455,                0.29204,                0.59859,                0.57115,                0.06485,                 0.0001,                 0.0001,                 0.0001
                    116,                0.87184,                0.49265,                0.12686,                0.60368,                0.45511,                 0.4749,                0.29197,                0.59799,                0.57085,                0.06479,                 0.0001,                 0.0001,                 0.0001
                    117,                0.87116,                0.49111,                0.12904,                 0.6071,                  0.456,                0.47659,                0.29295,                0.59792,                0.57074,                0.06479,                 0.0001,                 0.0001,                 0.0001
                    118,                0.87266,                0.48838,                0.12921,                0.60801,                0.45621,                0.47671,                0.29309,                0.59772,                0.57077,                 0.0647,                 0.0001,                 0.0001,                 0.0001
                    119,                0.87725,                0.48895,                 0.1278,                0.60978,                0.45714,                0.47773,                0.29381,                0.59717,                0.57053,                0.06455,                 0.0001,                 0.0001,                 0.0001
                    120,                 0.8673,                0.49126,                0.12693,                0.60929,                0.45608,                 0.4778,                0.29416,                0.59651,                0.57021,                 0.0643,                 0.0001,                 0.0001,                 0.0001
                    121,                0.88045,                0.49005,                0.13026,                0.60613,                0.45662,                0.47814,                0.29431,                0.59593,                0.57065,                0.06441,                 0.0001,                 0.0001,                 0.0001
                    122,                0.86913,                0.49026,                0.12808,                 0.6055,                0.46093,                0.47897,                0.29513,                0.59529,                0.57036,                0.06428,                 0.0001,                 0.0001,                 0.0001
                    123,                0.88059,                0.48887,                0.12951,                0.60595,                0.46062,                0.48053,                0.29545,                0.59496,                0.57016,                0.06429,                 0.0001,                 0.0001,                 0.0001
                    124,                0.88172,                 0.4856,                0.13074,                0.60782,                0.46218,                0.48096,                0.29588,                0.59436,                0.57019,                0.06427,                 0.0001,                 0.0001,                 0.0001
                    125,                0.87285,                0.48935,                0.13139,                0.60914,                0.45963,                0.48015,                0.29527,                 0.5939,                0.57016,                0.06429,                 0.0001,                 0.0001,                 0.0001
                    126,                0.88003,                0.48763,                0.13342,                0.60692,                0.46021,                0.48065,                 0.2955,                0.59342,                0.56985,                0.06428,                 0.0001,                 0.0001,                 0.0001
                    127,                0.85727,                0.49003,                0.12477,                0.60974,                0.45957,                0.48056,                0.29564,                0.59304,                0.56986,                 0.0641,                 0.0001,                 0.0001,                 0.0001
                    128,                0.86277,                0.49103,                0.12413,                0.60552,                0.46033,                0.48124,                0.29639,                0.59253,                0.57019,                0.06411,                 0.0001,                 0.0001,                 0.0001
                    129,                0.87821,                0.48639,                0.12734,                0.60787,                0.46109,                0.48269,                0.29732,                0.59209,                0.57044,                0.06375,                 0.0001,                 0.0001,                 0.0001
                    130,                0.87012,                0.49024,                0.12669,                0.60821,                0.46071,                0.48227,                0.29703,                0.59164,                0.57084,                0.06375,                 0.0001,                 0.0001,                 0.0001
                    131,                0.87456,                 0.4894,                0.13017,                0.61015,                0.45986,                0.48269,                0.29765,                 0.5909,                0.57099,                0.06366,                 0.0001,                 0.0001,                 0.0001
                    132,                0.86824,                0.48937,                0.12744,                0.61183,                0.45942,                0.48314,                0.29775,                0.59047,                0.57116,                0.06371,                 0.0001,                 0.0001,                 0.0001
                    133,                0.86443,                0.48901,                0.12608,                0.61297,                0.45989,                 0.4834,                0.29803,                0.58995,                0.57126,                0.06379,                 0.0001,                 0.0001,                 0.0001
                    134,                0.86226,                0.49157,                0.12609,                0.61216,                0.46093,                0.48419,                0.29867,                0.58946,                0.57089,                0.06379,                 0.0001,                 0.0001,                 0.0001
                    135,                0.86486,                0.48884,                0.12642,                0.61508,                 0.4611,                0.48447,                0.29873,                 0.5885,                0.57145,                0.06365,                 0.0001,                 0.0001,                 0.0001
                    136,                0.86483,                0.49052,                0.12724,                0.61471,                0.46321,                0.48574,                0.29968,                 0.5883,                0.57119,                0.06369,                 0.0001,                 0.0001,                 0.0001
                    137,                0.86544,                0.48878,                 0.1271,                0.61508,                0.46189,                0.48542,                0.29943,                0.58773,                0.57126,                 0.0635,                 0.0001,                 0.0001,                 0.0001
                    138,                0.85608,                0.48921,                0.12164,                0.61337,                0.46324,                 0.4866,                0.30013,                0.58714,                 0.5713,                0.06327,                 0.0001,                 0.0001,                 0.0001
                    139,                0.84873,                0.48963,                  0.122,                0.61675,                 0.4622,                0.48683,                0.30023,                0.58766,                0.57112,                0.06338,                 0.0001,                 0.0001,                 0.0001
                    140,                0.85744,                0.49267,                0.12374,                0.61644,                0.46319,                0.48734,                0.30063,                0.58739,                0.57071,                0.06311,                 0.0001,                 0.0001,                 0.0001
                    141,                0.86213,                0.48791,                0.12772,                0.61825,                 0.4636,                0.48716,                0.30106,                0.58721,                0.57062,                 0.0632,                 0.0001,                 0.0001,                 0.0001
                    142,                0.85924,                0.49073,                0.12477,                0.61406,                0.46562,                0.48815,                0.30183,                0.58698,                 0.5706,                0.06337,                 0.0001,                 0.0001,                 0.0001
                    143,                0.87356,                0.48735,                 0.1289,                0.61736,                 0.4645,                0.48809,                0.30165,                0.58689,                0.57056,                0.06332,                 0.0001,                 0.0001,                 0.0001
                    144,                0.86442,                0.48691,                0.12665,                0.61172,                0.46616,                0.48837,                 0.3015,                 0.5872,                 0.5699,                 0.0633,                 0.0001,                 0.0001,                 0.0001
                    145,                0.84798,                0.49046,                0.12375,                0.61407,                0.46647,                0.48939,                0.30198,                0.58713,                0.56961,                0.06328,                 0.0001,                 0.0001,                 0.0001
                    146,                0.85642,                0.48848,                 0.1267,                0.61268,                0.46748,                0.48882,                0.30191,                0.58615,                0.57041,                0.06321,                 0.0001,                 0.0001,                 0.0001
                    147,                0.84842,                0.49025,                0.12245,                 0.6139,                0.46759,                0.48951,                 0.3021,                0.58561,                0.57037,                0.06329,                 0.0001,                 0.0001,                 0.0001
                    148,                0.85602,                 0.4874,                0.12506,                  0.618,                0.46696,                0.48934,                 0.3022,                0.58551,                0.56993,                0.06307,                 0.0001,                 0.0001,                 0.0001
                    149,                0.85784,                0.48531,                0.12714,                 0.6176,                0.46772,                0.48948,                0.30265,                0.58509,                0.57015,                0.06269,                 0.0001,                 0.0001,                 0.0001
                    150,                0.84932,                0.49073,                0.12124,                0.61508,                0.47007,                0.49059,                0.30288,                0.58435,                0.57021,                0.06239,                 0.0001,                 0.0001,                 0.0001
                    151,                0.85326,                0.48794,                0.12375,                0.61298,                0.47338,                0.49157,                0.30355,                0.58415,                0.57036,                 0.0625,                 0.0001,                 0.0001,                 0.0001
                    152,                0.84456,                0.48996,                0.12278,                0.61583,                 0.4735,                0.49262,                0.30351,                0.58383,                 0.5704,                0.06231,                 0.0001,                 0.0001,                 0.0001
                    153,                0.85321,                0.48573,                0.12582,                0.61412,                  0.476,                0.49254,                0.30359,                0.58304,                0.57059,                0.06219,                 0.0001,                 0.0001,                 0.0001
                    154,                0.85298,                0.48758,                0.12373,                0.61348,                0.47621,                0.49334,                0.30442,                0.58273,                0.57038,                0.06219,                 0.0001,                 0.0001,                 0.0001
                    155,                0.84779,                0.48867,                0.12024,                0.61672,                0.47514,                0.49282,                0.30415,                 0.5829,                 0.5697,                 0.0621,                 0.0001,                 0.0001,                 0.0001
                    156,                0.85497,                0.48582,                0.12372,                0.61325,                0.47651,                 0.4933,                0.30415,                0.58221,                0.56973,                0.06224,                 0.0001,                 0.0001,                 0.0001
                    157,                0.86399,                0.48264,                0.12853,                0.61026,                 0.4777,                0.49279,                0.30419,                0.58218,                0.56979,                0.06236,                 0.0001,                 0.0001,                 0.0001
                    158,                0.84351,                0.48762,                0.12278,                0.61531,                0.47407,                0.49267,                0.30396,                0.58167,                0.57007,                0.06231,                 0.0001,                 0.0001,                 0.0001
                    159,                0.85168,                 0.4862,                0.12409,                0.61599,                0.47513,                0.49422,                0.30461,                0.58108,                0.57036,                0.06238,                 0.0001,                 0.0001,                 0.0001
