                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.0655,                0.49189,                0.18898,                 0.4585,                0.33641,                0.33863,                0.19591,                0.70157,                0.58809,                0.08866,                 0.0001,                 0.0001,                 0.0001
                     24,                  1.059,                0.48841,                0.18527,                0.46218,                0.33435,                0.34037,                0.19673,                0.69844,                0.58798,                0.08784,                 0.0001,                 0.0001,                 0.0001
                     25,                 1.0552,                0.49046,                0.18257,                0.46532,                0.33719,                0.34358,                0.19888,                 0.6969,                0.58734,                0.08763,                 0.0001,                 0.0001,                 0.0001
                     26,                 1.0472,                0.49228,                0.18017,                 0.4638,                0.33946,                0.34503,                0.20039,                0.69483,                0.58753,                0.08733,                 0.0001,                 0.0001,                 0.0001
                     27,                 1.0551,                0.48879,                0.18301,                0.46722,                0.34104,                0.34707,                0.20166,                0.69285,                0.58694,                0.08688,                 0.0001,                 0.0001,                 0.0001
                     28,                 1.0404,                0.49246,                0.17717,                0.47186,                0.34153,                0.34881,                 0.2027,                0.69071,                0.58628,                0.08651,                 0.0001,                 0.0001,                 0.0001
                     29,                 1.0416,                0.48821,                0.18162,                0.47307,                 0.3423,                0.35142,                0.20443,                0.68881,                0.58557,                0.08607,                 0.0001,                 0.0001,                 0.0001
                     30,                 1.0269,                0.49163,                0.17351,                0.48034,                0.34291,                0.35373,                0.20613,                0.68681,                0.58504,                0.08577,                 0.0001,                 0.0001,                 0.0001
                     31,                 1.0159,                0.49212,                0.17192,                0.48416,                0.34358,                 0.3549,                0.20704,                0.68526,                0.58489,                0.08542,                 0.0001,                 0.0001,                 0.0001
                     32,                 1.0164,                0.49272,                0.16963,                0.48488,                0.34336,                 0.3571,                0.20788,                0.68307,                0.58469,                0.08498,                 0.0001,                 0.0001,                 0.0001
                     33,                 1.0231,                0.48973,                0.17667,                0.48942,                0.34726,                0.36016,                0.21013,                0.68093,                0.58436,                0.08433,                 0.0001,                 0.0001,                 0.0001
                     34,                 1.0177,                0.48789,                0.17323,                0.48957,                0.34993,                 0.3628,                0.21212,                 0.6781,                0.58373,                0.08359,                 0.0001,                 0.0001,                 0.0001
                     35,                 1.0168,                0.49117,                 0.1742,                0.49459,                0.35156,                0.36498,                0.21347,                0.67605,                0.58338,                0.08325,                 0.0001,                 0.0001,                 0.0001
                     36,                 1.0104,                 0.4883,                0.16974,                0.49622,                0.35554,                0.36745,                0.21525,                0.67373,                0.58325,                0.08262,                 0.0001,                 0.0001,                 0.0001
                     37,                 1.0107,                0.48938,                0.17357,                0.49943,                0.35623,                0.37001,                0.21772,                0.67129,                0.58291,                0.08206,                 0.0001,                 0.0001,                 0.0001
                     38,                 0.9968,                0.49258,                0.16538,                0.50059,                0.35977,                0.37071,                0.21851,                0.66927,                0.58217,                0.08142,                 0.0001,                 0.0001,                 0.0001
                     39,                 1.0027,                0.49072,                0.16853,                0.50138,                0.36134,                0.37314,                0.21982,                0.66712,                0.58186,                0.08091,                 0.0001,                 0.0001,                 0.0001
                     40,                0.99328,                0.49195,                0.16682,                0.50194,                0.36381,                0.37559,                0.22122,                0.66529,                0.58164,                0.08061,                 0.0001,                 0.0001,                 0.0001
                     41,                0.99047,                0.49023,                0.16493,                0.50387,                0.36688,                0.37816,                0.22311,                0.66296,                0.58183,                0.08027,                 0.0001,                 0.0001,                 0.0001
                     42,                0.98801,                0.48875,                0.16307,                0.50682,                0.36947,                0.37991,                 0.2244,                0.66097,                0.58129,                0.07998,                 0.0001,                 0.0001,                 0.0001
                     43,                0.99804,                0.48426,                0.17056,                0.51215,                 0.3702,                0.38188,                0.22603,                0.65885,                0.58095,                0.07939,                 0.0001,                 0.0001,                 0.0001
                     44,                 0.9833,                0.48825,                 0.1616,                0.51671,                 0.3729,                0.38455,                0.22812,                0.65765,                0.58026,                0.07901,                 0.0001,                 0.0001,                 0.0001
                     45,                0.97779,                0.49064,                0.15948,                0.51708,                0.37265,                0.38626,                0.22909,                0.65619,                0.57956,                0.07858,                 0.0001,                 0.0001,                 0.0001
                     46,                0.96543,                0.49323,                0.15644,                0.51851,                 0.3747,                 0.3891,                0.23092,                0.65451,                0.57897,                0.07818,                 0.0001,                 0.0001,                 0.0001
                     47,                0.97918,                0.48735,                0.16147,                0.52122,                0.37518,                0.39099,                0.23233,                0.65234,                0.57859,                0.07805,                 0.0001,                 0.0001,                 0.0001
                     48,                 0.9756,                0.48718,                0.16018,                0.52445,                0.37713,                0.39315,                0.23363,                0.65093,                0.57826,                0.07782,                 0.0001,                 0.0001,                 0.0001
                     49,                0.96119,                 0.4912,                0.15919,                0.52894,                0.37737,                0.39582,                0.23544,                 0.6484,                 0.5779,                0.07733,                 0.0001,                 0.0001,                 0.0001
                     50,                0.96832,                0.48757,                0.15986,                0.52858,                 0.3808,                0.39811,                0.23673,                0.64716,                0.57708,                0.07724,                 0.0001,                 0.0001,                 0.0001
                     51,                0.97864,                0.48374,                0.16065,                0.53627,                0.37982,                0.39753,                0.23675,                0.64497,                 0.5768,                0.07688,                 0.0001,                 0.0001,                 0.0001
                     52,                0.95877,                0.48955,                0.15508,                0.53572,                0.38381,                0.39943,                 0.2382,                0.64303,                0.57641,                0.07676,                 0.0001,                 0.0001,                 0.0001
                     53,                0.95242,                0.49172,                0.15663,                0.53981,                0.38537,                0.40126,                0.23955,                0.64149,                0.57601,                0.07634,                 0.0001,                 0.0001,                 0.0001
                     54,                 0.9613,                 0.4875,                0.15506,                0.54256,                0.38652,                0.40321,                0.24049,                 0.6394,                0.57577,                0.07589,                 0.0001,                 0.0001,                 0.0001
                     55,                0.95361,                0.48783,                0.15411,                0.55051,                0.38949,                0.40591,                0.24228,                0.63823,                0.57533,                0.07585,                 0.0001,                 0.0001,                 0.0001
                     56,                0.94666,                0.48996,                0.15237,                0.55242,                 0.3929,                0.40864,                0.24407,                0.63684,                 0.5752,                0.07567,                 0.0001,                 0.0001,                 0.0001
                     57,                0.96353,                0.48482,                0.15775,                0.55315,                0.39206,                0.40928,                0.24433,                0.63505,                0.57528,                0.07539,                 0.0001,                 0.0001,                 0.0001
                     58,                0.95941,                0.48489,                0.15877,                0.55352,                0.39341,                0.41029,                0.24484,                0.63355,                0.57463,                0.07513,                 0.0001,                 0.0001,                 0.0001
                     59,                0.95926,                0.48503,                0.15899,                0.55599,                0.39491,                 0.4129,                0.24641,                 0.6321,                0.57455,                0.07473,                 0.0001,                 0.0001,                 0.0001
                     60,                0.94256,                0.48969,                0.15033,                0.55763,                0.39741,                0.41519,                0.24759,                0.63089,                0.57417,                0.07443,                 0.0001,                 0.0001,                 0.0001
                     61,                0.93198,                0.49038,                0.14898,                0.55713,                 0.3983,                0.41699,                0.24887,                0.62964,                0.57397,                0.07418,                 0.0001,                 0.0001,                 0.0001
                     62,                0.94681,                0.48566,                0.15297,                 0.5548,                0.39928,                0.41789,                0.24897,                0.62795,                0.57398,                0.07378,                 0.0001,                 0.0001,                 0.0001
                     63,                 0.9516,                0.48214,                0.15641,                0.56105,                0.40182,                0.42067,                0.25084,                0.62716,                 0.5736,                0.07366,                 0.0001,                 0.0001,                 0.0001
                     64,                0.93526,                0.48902,                0.15068,                0.55979,                0.40613,                0.42235,                0.25227,                0.62584,                0.57296,                0.07347,                 0.0001,                 0.0001,                 0.0001
                     65,                0.92663,                0.48805,                0.14998,                0.55887,                0.41038,                0.42353,                0.25341,                0.62433,                0.57299,                0.07332,                 0.0001,                 0.0001,                 0.0001
                     66,                0.93469,                0.48861,                0.15101,                 0.5603,                0.41058,                0.42467,                0.25407,                0.62259,                0.57298,                0.07306,                 0.0001,                 0.0001,                 0.0001
                     67,                0.93305,                0.48944,                0.14651,                0.56052,                 0.4121,                0.42473,                0.25442,                 0.6209,                0.57286,                0.07257,                 0.0001,                 0.0001,                 0.0001
                     68,                0.92475,                0.49045,                0.14842,                0.56102,                0.41216,                0.42602,                0.25525,                 0.6201,                 0.5724,                0.07257,                 0.0001,                 0.0001,                 0.0001
                     69,                 0.9257,                0.48671,                0.14606,                 0.5588,                0.41268,                 0.4278,                0.25635,                0.61927,                0.57208,                0.07248,                 0.0001,                 0.0001,                 0.0001
                     70,                0.92593,                0.48776,                0.14716,                0.56794,                0.41309,                0.43007,                0.25769,                0.61856,                0.57129,                0.07242,                 0.0001,                 0.0001,                 0.0001
                     71,                0.92014,                0.49018,                0.14713,                0.56934,                0.41316,                0.43104,                0.25831,                0.61714,                0.57109,                0.07232,                 0.0001,                 0.0001,                 0.0001
                     72,                 0.9233,                0.48744,                0.14473,                0.56635,                0.41412,                0.43193,                0.25882,                0.61538,                0.57101,                0.07183,                 0.0001,                 0.0001,                 0.0001
                     73,                0.92112,                0.48656,                 0.1487,                0.56571,                0.41697,                0.43477,                 0.2606,                0.61411,                0.57128,                0.07177,                 0.0001,                 0.0001,                 0.0001
                     74,                0.92343,                0.48386,                0.14909,                0.57012,                0.41786,                0.43608,                 0.2613,                0.61309,                 0.5713,                0.07146,                 0.0001,                 0.0001,                 0.0001
                     75,                0.92296,                0.48762,                0.14703,                0.57017,                0.42059,                0.43699,                0.26213,                0.61211,                0.57143,                0.07141,                 0.0001,                 0.0001,                 0.0001
                     76,                0.94088,                0.48321,                0.15403,                0.57155,                0.42246,                 0.4389,                0.26309,                0.61178,                0.57104,                0.07122,                 0.0001,                 0.0001,                 0.0001
                     77,                0.92293,                0.48557,                0.14776,                0.57283,                0.42443,                0.43967,                0.26374,                0.61117,                0.57073,                0.07122,                 0.0001,                 0.0001,                 0.0001
                     78,                 0.9186,                 0.4859,                0.14717,                0.57491,                0.42498,                0.44042,                0.26423,                0.61033,                0.57045,                0.07134,                 0.0001,                 0.0001,                 0.0001
                     79,                0.91208,                0.48659,                0.14523,                0.57701,                0.42621,                0.44167,                0.26523,                0.60917,                0.57019,                0.07092,                 0.0001,                 0.0001,                 0.0001
                     80,                0.91766,                0.48527,                0.14848,                0.57688,                0.42963,                0.44311,                0.26621,                0.60849,                0.57013,                 0.0707,                 0.0001,                 0.0001,                 0.0001
                     81,                0.91379,                0.48429,                0.14642,                0.57794,                0.43199,                0.44474,                0.26743,                0.60808,                0.56979,                0.07071,                 0.0001,                 0.0001,                 0.0001
                     82,                0.90272,                0.48875,                0.14382,                0.57894,                0.43036,                0.44605,                0.26808,                 0.6073,                0.56973,                0.07061,                 0.0001,                 0.0001,                 0.0001
                     83,                0.90433,                0.48681,                0.14457,                0.57892,                 0.4336,                0.44797,                0.26928,                0.60695,                0.56929,                0.07067,                 0.0001,                 0.0001,                 0.0001
                     84,                0.89693,                0.48703,                0.14048,                0.57702,                0.43603,                0.44906,                0.27019,                0.60616,                0.56922,                0.07071,                 0.0001,                 0.0001,                 0.0001
                     85,                0.90038,                0.48611,                0.14248,                0.58089,                0.43505,                0.44904,                 0.2701,                0.60461,                0.56949,                0.07052,                 0.0001,                 0.0001,                 0.0001
                     86,                0.89353,                0.48706,                0.13899,                0.58204,                0.43764,                0.45015,                 0.2707,                0.60386,                0.56931,                0.07039,                 0.0001,                 0.0001,                 0.0001
                     87,                0.89978,                0.48681,                0.14071,                0.58146,                0.43882,                0.45115,                0.27145,                0.60282,                0.56937,                0.07031,                 0.0001,                 0.0001,                 0.0001
                     88,                0.89455,                0.48484,                0.14109,                0.58024,                0.43736,                0.44999,                0.27092,                0.60174,                0.56915,                0.07024,                 0.0001,                 0.0001,                 0.0001
                     89,                0.90523,                0.48369,                0.14283,                0.58221,                0.43821,                0.45131,                0.27151,                0.60096,                0.56879,                0.06997,                 0.0001,                 0.0001,                 0.0001
                     90,                0.89782,                 0.4874,                0.14114,                0.58577,                0.43766,                0.45216,                0.27234,                 0.5998,                0.56898,                0.06986,                 0.0001,                 0.0001,                 0.0001
                     91,                0.91252,                0.48075,                 0.1438,                0.58621,                0.43969,                0.45314,                0.27341,                0.59953,                 0.5684,                0.06975,                 0.0001,                 0.0001,                 0.0001
                     92,                0.89592,                0.48541,                0.14003,                0.58508,                0.44219,                0.45472,                0.27463,                0.59883,                 0.5686,                0.06961,                 0.0001,                 0.0001,                 0.0001
                     93,                0.89393,                 0.4843,                0.13864,                0.58601,                0.44215,                0.45551,                0.27539,                0.59836,                0.56825,                0.06963,                 0.0001,                 0.0001,                 0.0001
                     94,                0.88322,                0.48699,                0.13835,                0.58686,                0.44217,                0.45586,                0.27573,                0.59756,                0.56811,                0.06954,                 0.0001,                 0.0001,                 0.0001
                     95,                0.89845,                0.48397,                0.14197,                0.58917,                0.44079,                0.45664,                0.27663,                 0.5971,                0.56813,                0.06966,                 0.0001,                 0.0001,                 0.0001
                     96,                 0.8829,                0.48659,                0.13851,                0.58739,                0.44171,                0.45656,                0.27684,                 0.5957,                0.56832,                0.06942,                 0.0001,                 0.0001,                 0.0001
                     97,                0.89557,                0.48278,                0.14217,                0.58828,                0.44208,                0.45797,                0.27789,                0.59508,                0.56814,                 0.0693,                 0.0001,                 0.0001,                 0.0001
                     98,                0.89307,                0.48406,                0.14117,                0.59746,                0.44093,                 0.4596,                0.27874,                0.59467,                0.56768,                0.06922,                 0.0001,                 0.0001,                 0.0001
                     99,                0.88625,                0.48573,                0.13714,                0.59509,                0.44256,                0.45956,                0.27866,                0.59357,                 0.5676,                0.06891,                 0.0001,                 0.0001,                 0.0001
                    100,                0.88859,                0.48304,                0.13864,                0.59238,                0.44462,                0.46083,                0.27945,                0.59264,                0.56799,                0.06876,                 0.0001,                 0.0001,                 0.0001
                    101,                0.87703,                0.48724,                0.13942,                0.59156,                0.44648,                 0.4611,                0.27976,                0.59243,                0.56801,                0.06869,                 0.0001,                 0.0001,                 0.0001
                    102,                0.88688,                0.48559,                0.13923,                0.59218,                0.44815,                0.46172,                0.28015,                 0.5919,                0.56767,                0.06876,                 0.0001,                 0.0001,                 0.0001
                    103,                0.89179,                0.48188,                0.13963,                 0.5921,                0.44903,                0.46305,                0.28122,                0.59039,                0.56795,                0.06843,                 0.0001,                 0.0001,                 0.0001
                    104,                0.88313,                0.48352,                0.14036,                0.59282,                0.44829,                0.46426,                0.28168,                0.58973,                0.56806,                0.06847,                 0.0001,                 0.0001,                 0.0001
                    105,                0.86724,                0.48744,                0.13078,                0.59286,                0.44761,                0.46363,                0.28158,                0.58932,                0.56782,                0.06846,                 0.0001,                 0.0001,                 0.0001
                    106,                 0.8747,                0.48702,                0.13561,                0.59357,                0.44706,                  0.464,                0.28201,                0.58873,                0.56797,                0.06836,                 0.0001,                 0.0001,                 0.0001
                    107,                0.86364,                 0.4865,                0.13115,                0.59193,                0.44828,                0.46436,                0.28274,                0.58851,                 0.5676,                0.06823,                 0.0001,                 0.0001,                 0.0001
                    108,                0.88871,                0.48113,                0.13718,                 0.5937,                0.44783,                0.46521,                0.28303,                0.58772,                0.56762,                0.06813,                 0.0001,                 0.0001,                 0.0001
                    109,                 0.8718,                0.48321,                0.13583,                0.59113,                0.44863,                0.46516,                0.28365,                0.58743,                0.56757,                  0.068,                 0.0001,                 0.0001,                 0.0001
                    110,                0.87512,                0.48478,                0.13549,                0.59656,                0.44943,                0.46771,                0.28494,                0.58677,                 0.5678,                0.06787,                 0.0001,                 0.0001,                 0.0001
                    111,                0.87656,                0.48547,                0.13676,                 0.5943,                0.45023,                0.46751,                0.28523,                0.58578,                0.56784,                 0.0677,                 0.0001,                 0.0001,                 0.0001
                    112,                0.87098,                0.48558,                0.13567,                0.59388,                0.45323,                0.46886,                0.28634,                0.58495,                0.56825,                 0.0674,                 0.0001,                 0.0001,                 0.0001
                    113,                0.86357,                0.48643,                0.13267,                0.59826,                0.45285,                0.47004,                0.28683,                0.58483,                0.56804,                0.06737,                 0.0001,                 0.0001,                 0.0001
                    114,                0.86385,                0.48649,                0.13087,                0.59525,                0.45625,                0.47092,                0.28717,                0.58437,                0.56782,                0.06754,                 0.0001,                 0.0001,                 0.0001
                    115,                0.87607,                0.48188,                0.13785,                0.59958,                0.45645,                0.47246,                 0.2878,                0.58371,                0.56793,                0.06721,                 0.0001,                 0.0001,                 0.0001
                    116,                0.86098,                0.48691,                0.12939,                 0.6032,                0.45493,                0.47234,                0.28775,                0.58328,                0.56782,                0.06704,                 0.0001,                 0.0001,                 0.0001
                    117,                0.86629,                0.48478,                0.13354,                0.60568,                0.45416,                0.47263,                0.28818,                0.58303,                 0.5679,                0.06696,                 0.0001,                 0.0001,                 0.0001
                    118,                 0.8626,                 0.4831,                0.13303,                0.60635,                0.45522,                0.47292,                0.28847,                0.58246,                0.56766,                0.06684,                 0.0001,                 0.0001,                 0.0001
                    119,                0.86544,                0.48356,                0.13126,                0.60681,                0.45348,                0.47277,                0.28867,                0.58186,                0.56768,                0.06685,                 0.0001,                 0.0001,                 0.0001
                    120,                0.85731,                0.48596,                0.13094,                0.60517,                0.45417,                0.47374,                0.28932,                0.58162,                0.56728,                0.06686,                 0.0001,                 0.0001,                 0.0001
                    121,                0.87349,                0.48431,                0.13461,                0.60789,                0.45364,                0.47401,                0.28939,                  0.581,                0.56744,                0.06673,                 0.0001,                 0.0001,                 0.0001
                    122,                0.85759,                 0.4847,                0.13071,                0.60578,                0.45418,                 0.4743,                0.28989,                0.58077,                0.56727,                0.06689,                 0.0001,                 0.0001,                 0.0001
                    123,                0.87165,                0.48193,                0.13348,                 0.6044,                0.45512,                0.47512,                0.29022,                0.58007,                0.56716,                0.06658,                 0.0001,                 0.0001,                 0.0001
                    124,                 0.8701,                0.48044,                0.13441,                0.60267,                0.45574,                 0.4753,                0.29044,                0.58027,                0.56686,                0.06659,                 0.0001,                 0.0001,                 0.0001
                    125,                0.85957,                0.48424,                0.13305,                0.60259,                0.45547,                0.47432,                0.29001,                0.57969,                0.56686,                0.06646,                 0.0001,                 0.0001,                 0.0001
                    126,                0.86861,                0.48135,                 0.1372,                0.60244,                0.45571,                0.47511,                 0.2904,                0.57943,                0.56677,                0.06642,                 0.0001,                 0.0001,                 0.0001
                    127,                0.84719,                 0.4842,                0.12809,                0.60177,                0.45502,                0.47439,                0.29007,                0.57912,                0.56655,                0.06623,                 0.0001,                 0.0001,                 0.0001
                    128,                0.85277,                0.48452,                0.12787,                0.60565,                0.45472,                0.47497,                 0.2905,                 0.5789,                0.56649,                0.06604,                 0.0001,                 0.0001,                 0.0001
                    129,                0.87454,                0.47988,                0.13356,                 0.6092,                0.45583,                0.47548,                0.29104,                0.57848,                0.56664,                0.06602,                 0.0001,                 0.0001,                 0.0001
                    130,                0.86155,                0.48235,                0.13057,                0.61061,                0.45702,                0.47703,                0.29214,                0.57763,                0.56674,                0.06585,                 0.0001,                 0.0001,                 0.0001
                    131,                0.86699,                0.48317,                0.13401,                0.60683,                0.45966,                0.47728,                0.29242,                0.57711,                0.56708,                0.06566,                 0.0001,                 0.0001,                 0.0001
                    132,                 0.8579,                0.48368,                0.13143,                0.60899,                0.45919,                0.47808,                0.29306,                0.57731,                0.56709,                0.06557,                 0.0001,                 0.0001,                 0.0001
                    133,                0.85683,                 0.4828,                0.13145,                0.60749,                0.45884,                0.47812,                0.29294,                0.57747,                0.56661,                0.06565,                 0.0001,                 0.0001,                 0.0001
                    134,                0.85635,                0.48433,                0.13037,                0.60672,                0.45808,                0.47794,                0.29274,                0.57725,                0.56637,                0.06541,                 0.0001,                 0.0001,                 0.0001
                    135,                0.85884,                0.48347,                0.13163,                0.60939,                0.45682,                0.47902,                0.29339,                0.57751,                0.56627,                0.06559,                 0.0001,                 0.0001,                 0.0001
                    136,                0.85605,                0.48499,                 0.1303,                  0.611,                0.45637,                0.47908,                0.29359,                0.57708,                0.56616,                0.06576,                 0.0001,                 0.0001,                 0.0001
                    137,                 0.8516,                0.48301,                0.13062,                0.61254,                0.45755,                0.48009,                0.29417,                0.57681,                0.56636,                 0.0655,                 0.0001,                 0.0001,                 0.0001
                    138,                0.84594,                0.48298,                 0.1264,                 0.6118,                 0.4587,                0.48086,                0.29427,                0.57602,                0.56639,                0.06546,                 0.0001,                 0.0001,                 0.0001
                    139,                0.84045,                0.48461,                0.12676,                0.61158,                0.45982,                0.48182,                0.29525,                0.57583,                0.56625,                0.06556,                 0.0001,                 0.0001,                 0.0001
                    140,                0.84516,                0.48609,                0.12667,                0.61055,                0.46228,                0.48218,                0.29534,                 0.5752,                0.56638,                0.06549,                 0.0001,                 0.0001,                 0.0001
                    141,                 0.8492,                0.48176,                0.13184,                0.61137,                0.46236,                 0.4829,                0.29601,                0.57457,                 0.5662,                0.06531,                 0.0001,                 0.0001,                 0.0001
                    142,                0.84419,                0.48483,                0.12775,                0.61112,                0.46297,                0.48338,                0.29603,                0.57443,                0.56648,                0.06538,                 0.0001,                 0.0001,                 0.0001
                    143,                0.85244,                0.48178,                0.12889,                0.60875,                0.46538,                0.48397,                0.29589,                0.57432,                 0.5664,                0.06528,                 0.0001,                 0.0001,                 0.0001
                    144,                0.85929,                0.47932,                0.13067,                0.61026,                 0.4651,                0.48511,                0.29698,                0.57386,                 0.5663,                0.06519,                 0.0001,                 0.0001,                 0.0001
                    145,                0.83809,                0.48309,                0.12756,                0.61048,                0.46477,                0.48583,                0.29745,                0.57343,                 0.5663,                0.06519,                 0.0001,                 0.0001,                 0.0001
                    146,                0.85266,                0.48152,                0.13015,                0.61251,                0.46482,                0.48598,                0.29739,                0.57322,                 0.5662,                0.06507,                 0.0001,                 0.0001,                 0.0001
                    147,                0.84312,                0.48298,                0.12746,                 0.6101,                0.46602,                0.48654,                0.29756,                 0.5728,                0.56649,                0.06498,                 0.0001,                 0.0001,                 0.0001
                    148,                0.84463,                0.48227,                0.12835,                0.61708,                0.46355,                0.48665,                0.29788,                0.57244,                0.56682,                0.06495,                 0.0001,                 0.0001,                 0.0001
                    149,                0.84557,                0.47947,                0.12967,                0.61783,                0.46313,                0.48665,                0.29806,                0.57162,                0.56692,                0.06476,                 0.0001,                 0.0001,                 0.0001
                    150,                0.84166,                0.48451,                0.12499,                0.62151,                0.46422,                0.48693,                0.29868,                0.57129,                0.56669,                0.06481,                 0.0001,                 0.0001,                 0.0001
                    151,                 0.8492,                0.48241,                0.12909,                  0.624,                0.46225,                0.48703,                0.29895,                0.57144,                 0.5665,                0.06465,                 0.0001,                 0.0001,                 0.0001
                    152,                0.83344,                0.48463,                 0.1259,                0.62416,                0.46292,                0.48762,                0.29937,                0.57137,                0.56612,                0.06481,                 0.0001,                 0.0001,                 0.0001
                    153,                0.84061,                0.48117,                0.12754,                0.62241,                0.46239,                0.48695,                0.29865,                0.57173,                0.56584,                0.06503,                 0.0001,                 0.0001,                 0.0001
                    154,                0.84112,                0.48278,                0.12823,                0.62377,                0.46343,                0.48748,                 0.2986,                0.57116,                0.56641,                0.06497,                 0.0001,                 0.0001,                 0.0001
                    155,                 0.8391,                0.48179,                0.12451,                0.62366,                0.46552,                0.48829,                0.29921,                0.57069,                0.56665,                0.06488,                 0.0001,                 0.0001,                 0.0001
                    156,                0.84495,                 0.4801,                0.12563,                0.62769,                0.46332,                0.48748,                0.29881,                 0.5703,                0.56711,                0.06484,                 0.0001,                 0.0001,                 0.0001
                    157,                0.85835,                 0.4761,                0.13319,                0.62525,                0.46347,                0.48744,                0.29882,                0.56994,                0.56715,                0.06476,                 0.0001,                 0.0001,                 0.0001
                    158,                0.83736,                0.48299,                0.12781,                0.62658,                0.46499,                0.48846,                0.29951,                0.56989,                0.56702,                0.06471,                 0.0001,                 0.0001,                 0.0001
                    159,                0.84365,                 0.4797,                0.12774,                0.62738,                0.46606,                0.48907,                0.30006,                0.56985,                0.56661,                0.06479,                 0.0001,                 0.0001,                 0.0001
